Year,City,Sport,Athlete,Country,Gender,Event,Medal
1936,Garmisch Partenkirchen,Ice Hockey,"STINCHCOMBE, Archibald",GBR,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,"WYMAN, Robert",GBR,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Skating,"COLLEDGE, Cecilia",GBR,Women,Individual,Silver
1936,Garmisch Partenkirchen,Skating,"BAIER, Ernst",GER,Men,Individual,Silver
1936,Garmisch Partenkirchen,Skating,"BAIER, Ernst",GER,Men,Pairs,Gold
1936,Garmisch Partenkirchen,Skating,"HERBER, Maxi",GER,Women,Pairs,Gold
1936,Garmisch Partenkirchen,Skiing,"PFNeeR, Franz",GER,Men,Alpine Combined,Gold
1936,Garmisch Partenkirchen,Skiing,"LANTSCHNER, Gustav",GER,Men,Alpine Combined,Silver
1936,Garmisch Partenkirchen,Skiing,"CRANZ, Christel",GER,Women,Alpine Combined,Gold
1936,Garmisch Partenkirchen,Skiing,"GRASEGGER, Ke_the",GER,Women,Alpine Combined,Silver
1936,Garmisch Partenkirchen,Skating,"ROTTER, Emilia",HUN,Women,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,"SZOLLAS, Laszlo",HUN,Men,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,"HENIE, Sonja",NOR,Women,Individual,Gold
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,10000M,Gold
1936,Garmisch Partenkirchen,Skating,"MATHISEN, Charles",NOR,Men,1500M,Gold
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,1500M,Silver
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,5000M,Gold
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,500M,Gold
1936,Garmisch Partenkirchen,Skating,"KROG, Georg",NOR,Men,500M,Silver
1936,Garmisch Partenkirchen,Skiing,"SCHOU-NILSEN, Laila",NOR,Women,Alpine Combined,Bronze
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,18KM,Silver
1936,Garmisch Partenkirchen,Skiing,"BRODAHL, Sverre",NOR,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,"HOFFSBAKKEN, Olaf",NOR,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,"IVERSEN, Bjarne",NOR,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,"BRODAHL, Sverre",NOR,Men,Individual,Bronze
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,Individual,Gold
1936,Garmisch Partenkirchen,Skiing,"HOFFSBAKKEN, Olaf",NOR,Men,Individual,Silver
1936,Garmisch Partenkirchen,Skiing,"ANDERSEN, Reidar",NOR,Men,K90 Individual (70M),Bronze
1936,Garmisch Partenkirchen,Skiing,"RUUD, Birger",NOR,Men,K90 Individual (70M),Gold
1936,Garmisch Partenkirchen,Bobsleigh,"BEERLI, Joseph",SUI,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,"BOUVIER, Charles",SUI,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,"GARTMANN, Arnold",SUI,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,"MUSY, Pierre",SUI,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,"AICHELE, Hans",SUI,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,"BeeTIKOFER, Hans",SUI,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,"CAPADRUTT, Reto",SUI,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,"BEERLI, Joseph",SUI,Men,Two-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Two-Man,Silver
1936,Garmisch Partenkirchen,Skating,"HULTEN, Vivi-Anne",SWE,Women,Individual,Bronze
1936,Garmisch Partenkirchen,Skiing,"LARSSON, Erik August",SWE,Men,18KM,Gold
1936,Garmisch Partenkirchen,Skiing,"BERGER, John",SWE,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,"HeGGBLAD, Artur",SWE,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,"LARSSON, Erik August",SWE,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,"MATSBO, Martin",SWE,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,"ENGLUND, Nils-Joel",SWE,Men,50KM,Bronze
1936,Garmisch Partenkirchen,Skiing,"WIKLUND, Elis",SWE,Men,50KM,Gold
1936,Garmisch Partenkirchen,Skiing,"WIKSTRe_M, Axel",SWE,Men,50KM,Silver
1936,Garmisch Partenkirchen,Skiing,"ERIKSSON, Sven",SWE,Men,K90 Individual (70M),Silver
1936,Garmisch Partenkirchen,Bobsleigh,"COLGATE, Gilbert",USA,Men,Two-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,"LAWRENCE, Richard Webster",USA,Men,Two-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,"BROWN, Ivan Elmore",USA,Men,Two-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,"WASHBOND, Alan M.",USA,Men,Two-Man,Gold
1936,Garmisch Partenkirchen,Ice Hockey,"GARRISON, John Bright",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"KAMMER, August",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"LA BATTE, Philip William",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"LAX, John Charles",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"MOONE, Thomas",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"ROSS, Eldridge Baker",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"ROWE, Paul Edward",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"SHAUGHNESSY, Francis John",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"SMITH, Gordon",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"SPAIN, Francis Jones",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,"STUBBS, Frank Raymond",USA,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Skating,"FREISINGER, Leo",USA,Men,500M,Bronze
